frame,landmark,x,y,z,visibility,annotation
0,NOSE,0.5475543486054968,0.3414229448078739,0.2774624191284237,0.999899477626347,Still
0,LEFT_EYE_INNER,0.5693428374914027,0.33699643505306076,0.29035758770527925,0.9997719969797598,Still
0,LEFT_EYE,0.5870707769511547,0.337865358085906,0.29011381794617624,0.9997205934932325,Still
0,LEFT_EYE_OUTER,0.6007014536749735,0.3382774885085652,0.29008553394266184,0.9997954141236218,Still
0,RIGHT_EYE_INNER,0.5264146527408493,0.33649435414991513,0.28833615034817495,0.9998432764810772,Still
0,RIGHT_EYE,0.5105619603071756,0.3369538598836426,0.28810718175192795,0.999862010196167,Still
0,RIGHT_EYE_OUTER,0.49476376419270585,0.33722696707335176,0.2879568031357852,0.9998800585314367,Still
0,LEFT_EAR,0.6170644037500352,0.3416860343106612,0.38270460450393995,0.9998392784321253,Still
0,RIGHT_EAR,0.4635385205798177,0.3412161491402062,0.3748388051494624,0.9995262883141598,Still
0,MOUTH_LEFT,0.5750844549536294,0.35981831199498765,0.3149537646428144,0.9999380873562271,Still
0,MOUTH_RIGHT,0.5178960175810863,0.35866669540258705,0.3113359889136294,0.9999201532509279,Still
0,LEFT_SHOULDER,0.7154965159642668,0.4468683799350795,0.46011751763765296,0.9999744124867067,Still
0,RIGHT_SHOULDER,0.3244576038714184,0.4363914655484999,0.4515846622320705,0.9999396865758081,Still
0,LEFT_ELBOW,0.7743212770265893,0.5657469349460733,0.510542075810957,0.9564378297676446,Still
0,RIGHT_ELBOW,0.2663543453930819,0.5472792456247648,0.4655872514168668,0.9291227024069397,Still
0,LEFT_WRIST,0.7777536846682351,0.6530100317812509,0.4609521054744049,0.9621069489517686,Still
0,RIGHT_WRIST,0.2534154851004198,0.6413620219665891,0.39282067498336226,0.9658158818496572,Still
0,LEFT_PINKY,0.7873668353757983,0.6820497478610812,0.4370884962126401,0.9531219621967335,Still
0,RIGHT_PINKY,0.25386522314521764,0.6704133696940121,0.3620000397893609,0.959947202907838,Still
