frame,landmark,x,y,z,visibility,annotation
0,NOSE,0.47383863117158853,0.021899126371346722,0.07451541500042802,0.9999860090979453,Still
0,LEFT_EYE_INNER,0.5191019977216529,0.005035354599673442,0.09773150609720599,0.9999649619148541,Still
0,LEFT_EYE,0.5423628464908918,0.006769583754821007,0.09732867014671664,0.9999600955141394,Still
0,LEFT_EYE_OUTER,0.5664042781761811,0.008617781460240587,0.09733140804397866,0.9999732956260781,Still
0,RIGHT_EYE_INNER,0.4511510054993244,0.004698115086090027,0.09599845363562637,0.999976154636498,Still
0,RIGHT_EYE,0.4297974195263956,0.006223793829911117,0.09563497039511698,0.9999791353069358,Still
0,RIGHT_EYE_OUTER,0.40721198196640884,0.007850294467514729,0.09541513549762293,0.9999841233676683,Still
0,LEFT_EAR,0.5908727368270106,0.021121733095209733,0.23234088208113782,0.9999805952271499,Still
0,RIGHT_EAR,0.3681007873146509,0.022360425882789164,0.22571292563122675,0.9999389266710306,Still
0,MOUTH_LEFT,0.5156869008452709,0.04935432603785858,0.1270387250014009,0.9999919096088119,Still
0,MOUTH_RIGHT,0.4373362169774362,0.0467888208313845,0.12305424486329408,0.9999907538386421,Still
0,LEFT_SHOULDER,0.7722532795764194,0.18610616162125457,0.31939551974142566,0.9999985400797855,Still
0,RIGHT_SHOULDER,0.17457011531033384,0.1762551682330414,0.31616366930800743,0.9999894764084543,Still
0,LEFT_ELBOW,0.864130089196423,0.35035471067940116,0.3804363277350636,0.9827547532972929,Still
0,RIGHT_ELBOW,0.07531786003920837,0.34779577880117196,0.31996459168734237,0.9909453923402034,Still
0,LEFT_WRIST,0.8917738383141649,0.4913683775176102,0.2849964690251644,0.9875061244650987,Still
0,RIGHT_WRIST,0.041986074445531596,0.4981502006244588,0.18217703718265266,0.9965668759557975,Still
0,LEFT_PINKY,0.8928408463040443,0.5397125218773788,0.2518399490970141,0.9858921218380596,Still
0,RIGHT_PINKY,0.027381752224036937,0.5467663881914732,0.13530746677516037,0.9939199797770635,Still
0,LEFT_INDEX,0.8566132957549604,0.5390491897336019,0.20797381548069177,0.9867716629372327,Still
0,RIGHT_INDEX,0.05593773536598201,0.54588182189032,0.10037792108540472,0.994575970593405,Still
0,LEFT_THUMB,0.840426549590418,0.5240807399501172,0.2666822361757636,0.9845030077540486,Still
0,RIGHT_THUMB,0.08116272170205141,0.5284358754331708,0.16297875555998492,0.9923107827207303,Still
0,LEFT_HIP,0.6180667090710039,0.5106683358353026,0.45379886065000746,0.9999990875498659,Still
0,RIGHT_HIP,0.30038065071823494,0.5054321892032732,0.4542331385966117,0.9999982967597498,Still
0,LEFT_KNEE,0.6145624773083651,0.7230766797996827,0.507650834867012,0.9827546316372751,Still
0,RIGHT_KNEE,0.2984728284979523,0.7229980961234269,0.550932062364919,0.9894497040805406,Still
0,LEFT_ANKLE,0.5836957002114063,0.8977626371911469,0.7745792080066336,0.9875573433326208,Still
0,RIGHT_ANKLE,0.3136408636088923,0.8938444891632389,0.7957370574576944,0.9937770292560693,Still
0,LEFT_HEEL,0.534456693964692,0.9153467901891945,0.7927849471138638,0.9381423288953311,Still
0,RIGHT_HEEL,0.37334594647916264,0.9127201252554178,0.814412838766873,0.9402027021279259,Still
0,LEFT_FOOT_INDEX,0.6912889669098856,0.9887725331609132,0.6641235251631923,0.9895105340894745,Still
0,RIGHT_FOOT_INDEX,0.18610450524637123,0.9718800794583917,0.690154503193027,0.9913604963211675,Still
1,NOSE,0.4721215725258685,0.021150803870827406,0.07745069640242125,0.9999869823780883,Still
1,LEFT_EYE_INNER,0.5187421016327907,0.0033394729453567473,0.10039051541281008,0.9999666651551042,Still
1,LEFT_EYE,0.5418369879569074,0.004855041725173065,0.09998903015830335,0.9999620420744253,Still
1,LEFT_EYE_OUTER,0.5645581790675114,0.006415883145999307,0.09999023483309866,0.9999745730562657,Still
1,RIGHT_EYE_INNER,0.45054682760921416,0.0029144656123924195,0.09946320786280294,0.9999775537267033,Still
1,RIGHT_EYE,0.42900378338432477,0.004151066044784074,0.09910574799626992,0.9999803519071144,Still
1,RIGHT_EYE_OUTER,0.40500263022504335,0.005545333772962374,0.09889401727467151,0.9999850966478112,Still
1,LEFT_EAR,0.5868295933043663,0.019296643878943587,0.2339324765175115,0.9999816901673109,Still
1,RIGHT_EAR,0.36091983473124056,0.02025010976995259,0.23121339773597802,0.9999422723215219,Still
1,MOUTH_LEFT,0.5146739705060495,0.047970001625926545,0.12979753979853087,0.9999925787389099,Still
1,MOUTH_RIGHT,0.43682826001056574,0.04572764493924916,0.1268389315118651,0.9999914837987491,Still
1,LEFT_SHOULDER,0.7717874658821304,0.18429096017198196,0.31715168516663855,0.9999987225698124,Still
1,RIGHT_SHOULDER,0.16477087206178842,0.17613551514256884,0.32456160332723877,0.9999897197284902,Still
1,LEFT_ELBOW,0.8668112218211155,0.35015247436647323,0.37721659706019195,0.9841464222416791,Still
1,RIGHT_ELBOW,0.064750527676662,0.3489719416465469,0.32583746345135317,0.9913223559055657,Still
1,LEFT_WRIST,0.9014582131737261,0.4919380165883771,0.2831703098040268,0.9885419378572222,Still
1,RIGHT_WRIST,0.030244138215762106,0.5041765538935981,0.2003220679812589,0.9966810538825661,Still
1,LEFT_PINKY,0.9032744763372054,0.540960824685688,0.24971247515586395,0.9869003184061276,Still
1,RIGHT_PINKY,0.01852457894488513,0.5527994073709451,0.1566886008742654,0.9940895130119618,Still
1,LEFT_INDEX,0.86851410839287,0.5406706353892032,0.20614407874046503,0.9877412324496275,Still
1,RIGHT_INDEX,0.04498850290499545,0.5510541979801662,0.12062773778318298,0.9947234225350603,Still
1,LEFT_THUMB,0.8523176655461406,0.5253525215759316,0.26497867999402047,0.9855633356397728,Still
1,RIGHT_THUMB,0.07027950126979876,0.5325319292012923,0.18178831052938704,0.9925465598353576,Still
1,LEFT_HIP,0.6238813618393415,0.510564347634112,0.45018116723222507,0.9999992092098837,Still
1,RIGHT_HIP,0.3000927338471455,0.5058961365624312,0.45784133547692424,0.9999984184197677,Still
1,LEFT_KNEE,0.6282411393303211,0.7299314575918395,0.4960531796387326,0.9843026945346298,Still
1,RIGHT_KNEE,0.29932054229068106,0.7293935186279883,0.5587499180912402,0.9899207716697236,Still
1,LEFT_ANKLE,0.5991835393598586,0.9050200359674003,0.7710756851542266,0.9885609168200096,Still
1,RIGHT_ANKLE,0.319138136510265,0.9035586462254552,0.8003190197889738,0.9941584942420929,Still
1,LEFT_HEEL,0.5494216581736784,0.9213903266938583,0.7904226163455751,0.9401513616003858,Still
1,RIGHT_HEEL,0.3859799774701318,0.9209660785340152,0.8183296745899588,0.9424661867603503,Still
1,LEFT_FOOT_INDEX,0.7056038804630318,0.9961400675889978,0.663077338114067,0.9902064293916764,Still
1,RIGHT_FOOT_INDEX,0.17875218245277225,0.9792931642737499,0.6954195526385389,0.9918024263360712,Still
2,NOSE,0.470920302782631,0.019919721330877882,0.07973121880051998,0.9999874081881506,Still
2,LEFT_EYE_INNER,0.5181304647563829,0.001714546203248346,0.10406389741135463,0.9999671517951758,Still
2,LEFT_EYE,0.5411686627846373,0.0030911492690449405,0.10365741093118264,0.9999625287144969,Still
2,LEFT_EYE_OUTER,0.5614500194772782,0.0044557166634074385,0.1036306525486082,0.9999748772063104,Still
2,RIGHT_EYE_INNER,0.4495275571316393,0.0013348855769641788,0.10332700148959861,0.9999781011967839,Still
2,RIGHT_EYE,0.4271752128934545,0.002532897795096467,0.10296840995886397,0.9999808385471858,Still
2,RIGHT_EYE_OUTER,0.40206267077582236,0.0039503110452633605,0.10276069481991662,0.9999855224578735,Still
2,LEFT_EAR,0.5825660367366265,0.017607520717047465,0.2470556744107178,0.9999820551473646,Still
2,RIGHT_EAR,0.3551654132772568,0.01917980528394489,0.23816084854372166,0.9999440972217897,Still
2,MOUTH_LEFT,0.5138381910913972,0.046458524974397813,0.13415013934984432,0.9999928828889548,Still
2,MOUTH_RIGHT,0.43638668802174463,0.04435680047932336,0.13098012888925148,0.9999919096088119,Still
2,LEFT_SHOULDER,0.7715278931589724,0.18321089753390382,0.3308786076587748,0.9999987833998214,Still
2,RIGHT_SHOULDER,0.15762758735918148,0.1761869537506364,0.32961805238035535,0.9999897805584992,Still
2,LEFT_ELBOW,0.8675354893906175,0.3500178229777522,0.3918038809511164,0.9852391116921562,Still
2,RIGHT_ELBOW,0.05977221374694919,0.35044699650467437,0.3278965173399247,0.9916378811619053,Still
2,LEFT_WRIST,0.9039234081451011,0.49233641582926324,0.29294770597976844,0.9894079138644032,Still
2,RIGHT_WRIST,0.024939307160869006,0.5041271520914655,0.20579824581097161,0.9967713864458327,Still
2,LEFT_PINKY,0.9051959112074814,0.5412395338032665,0.25928190065558043,0.987717995386215,Still
2,RIGHT_PINKY,0.013249024411210897,0.5530343436773387,0.1610973273194507,0.9942269280021432,Still
2,LEFT_INDEX,0.8712881053969683,0.5418459835122041,0.21533644102925228,0.9885341516160788,Still
2,RIGHT_INDEX,0.03966129489120984,0.5521047454486044,0.12589596318951884,0.9948412502623649,Still
2,LEFT_THUMB,0.8559856220580127,0.5266042314050775,0.2743912057279732,0.9864095418940502,Still
2,RIGHT_THUMB,0.06470651965750562,0.5335255942348912,0.18767814813009837,0.9927353153530787,Still
2,LEFT_HIP,0.6254000114495439,0.511151910597107,0.45037510504399164,0.9999993308699016,Still
2,RIGHT_HIP,0.3000032260115737,0.5078947986771946,0.4576513570638752,0.9999985400797855,Still
2,LEFT_KNEE,0.6356221792211665,0.7370715363462372,0.49970039190261395,0.9856590212438257,Still
2,RIGHT_KNEE,0.29966477450831785,0.7341329808745589,0.5555173558045339,0.9903318000400889,Still
2,LEFT_ANKLE,0.60485870908443,0.9072574858034166,0.7820677220713033,0.9894234863466904,Still
2,RIGHT_ANKLE,0.31956124750799964,0.9055467169493567,0.8001899005540956,0.9944749319485662,Still
2,LEFT_HEEL,0.5520203689997816,0.9228111284484446,0.8022965482234057,0.9412859629270179,Still
2,RIGHT_HEEL,0.3866315199232324,0.9218764196884548,0.8185457129365827,0.9438349836213775,Still
2,LEFT_FOOT_INDEX,0.713592081838506,0.9974705832914106,0.6769043946354005,0.9907611382431434,Still
2,RIGHT_FOOT_INDEX,0.17083297670055053,0.9824305120046843,0.6964064733382652,0.9921356531250101,Still
3,NOSE,0.4705309436978933,0.018683472710420368,0.08470962865534382,0.9999875906781774,Still
3,LEFT_EYE_INNER,0.5167639784666527,0.0006946248895055851,0.10660890068496709,0.9999668476451309,Still
3,LEFT_EYE,0.5408979015820323,0.0021079645278025694,0.10620690435630481,0.9999622245644522,Still
3,LEFT_EYE_OUTER,0.5600637668738586,0.0034947701396917386,0.10620329033191894,0.9999745730562657,Still
3,RIGHT_EYE_INNER,0.4483460537020907,0.0,0.10855846606202946,0.9999781620267929,Still
3,RIGHT_EYE,0.42685857892511914,0.0011412964310512363,0.10820297748152513,0.9999808993771948,Still
3,RIGHT_EYE_OUTER,0.40181801602525935,0.0025050861358748566,0.10799840179810494,0.9999855832878826,Still
3,LEFT_EAR,0.5792326157602044,0.016794575919135912,0.2506434149829055,0.9999819943173556,Still
3,RIGHT_EAR,0.3531854253645439,0.018058414001803885,0.24269298114483165,0.9999448271818971,Still
3,MOUTH_LEFT,0.5130132272068764,0.04557545850306946,0.13603377616083645,0.9999930045489727,Still
3,MOUTH_RIGHT,0.4356706253371696,0.04326035081167731,0.1359136737342747,0.9999920920988388,Still
3,LEFT_SHOULDER,0.771277271219371,0.18298496020645946,0.33484924316305986,0.9999987833998214,Still
3,RIGHT_SHOULDER,0.15399319628564845,0.17625664954644868,0.3321104423949155,0.9999895980684721,Still
3,LEFT_ELBOW,0.8679405123465807,0.3499249446271161,0.39771421171283405,0.9861938995123798,Still
3,RIGHT_ELBOW,0.05740678271730504,0.35160549468766755,0.33045122189616905,0.9918984769201773,Still
3,LEFT_WRIST,0.9051306450773771,0.4923050119850291,0.3027728602100844,0.9901510740835469,Still
3,RIGHT_WRIST,0.019662447304592323,0.5039305077366499,0.20390489859102334,0.9968030180504781,Still
3,LEFT_PINKY,0.9050784321732932,0.5409855626195895,0.27034375395283916,0.9883865171843966,Still
3,RIGHT_PINKY,0.007977572320000181,0.5526133544069917,0.15878593969288457,0.994254544826199,Still
3,LEFT_INDEX,0.8728101115510052,0.5417955447906865,0.22674224723321798,0.9891879525520988,Still
3,RIGHT_INDEX,0.03454498971498987,0.5521456296986451,0.12393570176048618,0.994858769304938,Still
3,LEFT_THUMB,0.858705541411453,0.5266914066990955,0.28451080255617395,0.9870957652248316,Still
3,RIGHT_THUMB,0.05883182204947168,0.5340667920882385,0.18583218478543195,0.9927963886820483,Still
