frame,landmark,x,y,z,visibility,annotation
17,NOSE,0.5073342137769962,0.021260771732351885,0.3023965073306083,0.6493678559254299,Still
17,LEFT_EYE_INNER,0.5257921100841171,0.003088389361011218,0.31108654591688245,0.5546472142222029,Still
17,LEFT_EYE,0.5349583598325737,0.003632123942885257,0.31073724391240526,0.5701950349509951,Still
17,LEFT_EYE_OUTER,0.5444058716746935,0.00479710267308972,0.3105721378924555,0.6015263717681999,Still
17,RIGHT_EYE_INNER,0.498566815386141,0.0012225667380142968,0.3157397840843531,0.6059858882183498,Still
17,RIGHT_EYE,0.4898078910394076,0.0007138462414894575,0.31517252026929327,0.6491580184651655,Still
17,RIGHT_EYE_OUTER,0.4806353571683438,0.0,0.31466224788819197,0.6916967515763551,Still
17,LEFT_EAR,0.5543006035756942,0.01582845675584596,0.37072006810094765,0.6974823048089571,Still
17,RIGHT_EAR,0.4616120802545297,0.008091439435247122,0.3958266202182011,0.6753404162479902,Still
17,MOUTH_LEFT,0.5181151973935744,0.04313654590905888,0.3297241990001437,0.6741927139920805,Still
17,MOUTH_RIGHT,0.4816560510221243,0.0410376612309257,0.3342660223176227,0.6989015150081017,Still
17,LEFT_SHOULDER,0.632492322539829,0.14936342836012906,0.39203588542060935,0.9542427475098516,Still
17,RIGHT_SHOULDER,0.24319568772081013,0.1267900825003349,0.42083851663859034,0.9227542602198019,Still
17,LEFT_ELBOW,0.7675631586456743,0.3249590808014094,0.3363060805095277,0.3312489246266438,Still
17,RIGHT_ELBOW,0.12986153649939802,0.3174892458900108,0.4249390276225909,0.22308768371940754,Still
17,LEFT_WRIST,0.9430777509258489,0.42819089673566374,0.20909032966955898,0.09542347883148906,Still
17,RIGHT_WRIST,0.03605263028854733,0.4683687308101838,0.31463528885663794,0.1782531667258093,Still
17,LEFT_PINKY,0.9914159837325011,0.45028837393117305,0.1782373372479965,0.11941152884002919,Still
17,RIGHT_PINKY,0.0,0.5212504938225726,0.27387902923559493,0.18670795624876818,Still
