frame,landmark,x,y,z,visibility,annotation
0,NOSE,0.5043984651565552,0.2713153064250946,-0.197821170091629,0.9999919533729552,Still
0,LEFT_EYE_INNER,0.5081034898757935,0.2582414448261261,-0.191599890589714,0.9999717473983764,Still
0,LEFT_EYE,0.5102996230125427,0.2581888735294342,-0.1917444467544555,0.9999604225158693,Still
0,LEFT_EYE_OUTER,0.5119920969009399,0.2584354281425476,-0.1917637288570404,0.9999746680259703,Still
0,RIGHT_EYE_INNER,0.5016801953315735,0.2576011717319488,-0.1899327933788299,0.9999845623970032,Still
0,RIGHT_EYE,0.4996624588966369,0.2571443617343902,-0.1901038289070129,0.9999852180480956,Still
0,RIGHT_EYE_OUTER,0.4977216124534607,0.2566660940647125,-0.1902109533548355,0.999990165233612,Still
0,LEFT_EAR,0.5142225027084351,0.2604478299617767,-0.1314514279365539,0.9999789595603944,Still
0,RIGHT_EAR,0.4948356747627258,0.2579464912414551,-0.1219033598899841,0.9999688863754272,Still
0,MOUTH_LEFT,0.5054565072059631,0.2929593920707702,-0.171263039112091,0.9999916553497314,Still
0,MOUTH_RIGHT,0.5009008049964905,0.2821483314037323,-0.1701400727033615,0.9999924898147584,Still
0,LEFT_SHOULDER,0.5388234853744507,0.3370159864425659,-0.084209106862545,0.9999935030937196,Still
0,RIGHT_SHOULDER,0.4603480696678161,0.3282048106193542,-0.0649235695600509,0.9999924302101136,Still
0,LEFT_ELBOW,0.5523020029067993,0.4464719891548157,-0.0763330310583114,0.9833102822303772,Still
0,RIGHT_ELBOW,0.4422270655632019,0.4350336194038391,-0.0626412630081176,0.9859831929206848,Still
0,LEFT_WRIST,0.5548889636993408,0.543388843536377,-0.1435919404029846,0.9893559217453004,Still
0,RIGHT_WRIST,0.4339447915554046,0.5401167273521423,-0.1367891132831573,0.9949696660041808,Still
0,LEFT_PINKY,0.5567219257354736,0.5778979063034058,-0.1704603433609008,0.98199462890625,Still
0,RIGHT_PINKY,0.4307896196842193,0.5715836882591248,-0.1627083867788314,0.9902302026748656,Still
0,LEFT_INDEX,0.5496410727500916,0.5772650241851807,-0.1900167018175125,0.9844082593917848,Still
0,RIGHT_INDEX,0.4389491081237793,0.570968508720398,-0.1827423572540283,0.9913289546966552,Still
0,LEFT_THUMB,0.547774076461792,0.564292848110199,-0.1526934802532196,0.977739691734314,Still
0,RIGHT_THUMB,0.4428350925445556,0.5598027110099792,-0.1469747573137283,0.985770344734192,Still
0,LEFT_HIP,0.5212346315383911,0.5265013575553894,-0.0072306096553802,0.999991536140442,Still
0,RIGHT_HIP,0.4871695041656494,0.5245036482810974,0.0070814006030559,0.9999915957450868,Still
0,LEFT_KNEE,0.5220037698745728,0.6941503286361694,-0.006168489344418,0.972246527671814,Still
0,RIGHT_KNEE,0.4849510192871094,0.6972300410270691,0.0228689424693584,0.9524697065353394,Still
0,LEFT_ANKLE,0.5251590013504028,0.8205702900886536,0.1195913106203079,0.9622519016265868,Still
0,RIGHT_ANKLE,0.4894221723079681,0.8388898372650146,0.1202986985445022,0.9658291339874268,Still
0,LEFT_HEEL,0.5251260995864868,0.8380973935127258,0.1269439756870269,0.845433235168457,Still
0,RIGHT_HEEL,0.4942259788513183,0.8457188010215759,0.1260088980197906,0.8060327768325806,Still
0,LEFT_FOOT_INDEX,0.5242962837219238,0.8661892414093018,0.0457561239600181,0.960565984249115,Still
0,RIGHT_FOOT_INDEX,0.4768783152103424,0.8594409227371216,0.0462410859763622,0.9582489728927612,Still
1,NOSE,0.4991242885589599,0.2116789668798446,-0.3121985495090484,0.9999924898147584,Still
1,LEFT_EYE_INNER,0.5036536455154419,0.1961921751499176,-0.2961651682853699,0.9999738931655884,Still
1,LEFT_EYE,0.5069642066955566,0.1966630071401596,-0.2963772714138031,0.9999632239341736,Still
1,LEFT_EYE_OUTER,0.509823203086853,0.1979169994592666,-0.2964062094688415,0.999976634979248,Still
1,RIGHT_EYE_INNER,0.4939567148685455,0.1968752294778823,-0.2960055470466614,0.999985694885254,Still
1,RIGHT_EYE,0.4906355738639831,0.1977447867393493,-0.296220988035202,0.9999862313270568,Still
1,RIGHT_EYE_OUTER,0.4874309599399566,0.198975458741188,-0.2963674664497375,0.9999908804893494,Still
1,LEFT_EAR,0.5136873722076416,0.2073984295129776,-0.1903763115406036,0.9999806880950928,Still
1,RIGHT_EAR,0.4823018610477447,0.2099725753068924,-0.187966302037239,0.9999712109565736,Still
1,MOUTH_LEFT,0.5045687556266785,0.2300955504179,-0.2701792418956756,0.9999924302101136,Still
1,MOUTH_RIGHT,0.4931482672691345,0.2306740432977676,-0.2709221541881561,0.9999932050704956,Still
1,LEFT_SHOULDER,0.5400531888008118,0.3236338198184967,-0.1047260910272598,0.9999939799308776,Still
1,RIGHT_SHOULDER,0.4551290571689605,0.3163955509662628,-0.1038992404937744,0.9999929070472716,Still
1,LEFT_ELBOW,0.5541536808013916,0.4429013431072235,-0.0598476715385913,0.984711229801178,Still
1,RIGHT_ELBOW,0.4365817606449127,0.4333987832069397,-0.0870498865842819,0.9872079491615297,Still
1,LEFT_WRIST,0.5584397912025452,0.5448151230812073,-0.143902450799942,0.9902604818344116,Still
1,RIGHT_WRIST,0.4304723739624023,0.5361782312393188,-0.194071739912033,0.9954015016555786,Still
1,LEFT_PINKY,0.5597747564315796,0.5789572596549988,-0.17538782954216,0.9833997488021852,Still
1,RIGHT_PINKY,0.4272840023040771,0.5705560445785522,-0.2312591075897216,0.9910398721694946,Still
1,LEFT_INDEX,0.5532318353652954,0.5786364674568176,-0.2062385082244873,0.9856234192848206,Still
1,RIGHT_INDEX,0.4333198964595794,0.5698785185813904,-0.2605654597282409,0.9920523762702942,Still
1,LEFT_THUMB,0.5506988763809204,0.5673239827156067,-0.1575200259685516,0.9794172048568726,Still
1,RIGHT_THUMB,0.4368277192115783,0.5575461387634277,-0.2088051289319992,0.9869519472122192,Still
1,LEFT_HIP,0.5245758295059204,0.531975269317627,-0.0007819073507562,0.9999918341636658,Still
1,RIGHT_HIP,0.4806601405143738,0.5384792685508728,0.0006263894028961,0.9999919533729552,Still
1,LEFT_KNEE,0.5269501209259033,0.7254418134689331,-0.0185961779206991,0.9735223650932312,Still
1,RIGHT_KNEE,0.4813538193702698,0.7230048179626465,-0.017651904374361,0.954630970954895,Still
1,LEFT_ANKLE,0.5253523588180542,0.8797378540039062,0.1528085321187973,0.9641298055648804,Still
1,RIGHT_ANKLE,0.4887896478176117,0.8822818398475647,0.128323808312416,0.9669640064239502,Still
1,LEFT_HEEL,0.5228053331375122,0.8945939540863037,0.1628017127513885,0.8411064743995667,Still
1,RIGHT_HEEL,0.4934009611606598,0.897896409034729,0.1263521462678909,0.8012943267822266,Still
1,LEFT_FOOT_INDEX,0.5271385908126831,0.9121134281158448,0.0529163479804992,0.9626460075378418,Still
1,RIGHT_FOOT_INDEX,0.4776850342750549,0.910565972328186,0.038052637130022,0.9595199823379515,Still
2,NOSE,0.4970409870147705,0.2089067101478576,-0.3270334601402282,0.9999921917915344,Still
2,LEFT_EYE_INNER,0.5017858147621155,0.1957146078348159,-0.3113723397254944,0.9999741315841676,Still
2,LEFT_EYE,0.5054978132247925,0.1963225454092025,-0.3116344809532165,0.9999639987945556,Still
2,LEFT_EYE_OUTER,0.5088428258895874,0.1970286965370178,-0.3116506934165954,0.9999772310256958,Still
2,RIGHT_EYE_INNER,0.4911472797393799,0.1952273249626159,-0.3126364350318908,0.99998539686203,Still
2,RIGHT_EYE,0.4879433214664459,0.1958027333021164,-0.3128933608531952,0.9999857544898988,Still
2,RIGHT_EYE_OUTER,0.484548807144165,0.1965981572866439,-0.3130349516868591,0.9999904036521912,Still
2,LEFT_EAR,0.5131693482398987,0.2062099277973175,-0.2047624140977859,0.9999815821647644,Still
2,RIGHT_EAR,0.4799965322017669,0.2076172232627868,-0.2089906185865402,0.9999701380729676,Still
2,MOUTH_LEFT,0.5034959316253662,0.2283109724521637,-0.2841286063194275,0.999992847442627,Still
2,MOUTH_RIGHT,0.4909605979919433,0.2273027151823043,-0.2869212925434112,0.9999934434890748,Still
2,LEFT_SHOULDER,0.5405699014663696,0.3226405382156372,-0.1206571906805038,0.9999942779541016,Still
2,RIGHT_SHOULDER,0.4534220099449157,0.316114991903305,-0.1167296916246414,0.999992311000824,Still
